order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,city,state,postal_code,category,sub_category,product_id,product_name,sales,quantity,discount,profit,profit_margin,order_year,order_month,order_year_month
ORD-2023-104007,2021-11-21,2021-11-26,Second Class,CUST-04917,Linda Johnson,Consumer,South,Miami,Florida,27401.0,Technology,Phones,TEC-PHO-0151,Cordless Phone,14359.77,10,0.1,-508.2,-0.0354,2021,11,2021-11
ORD-2023-101010,2021-09-18,2021-09-23,First Class,CUST-02884,Wei Williams,Corporate,East,Boston,Massachusetts,43888.0,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,4043.3,12,0.1,87.96,0.0218,2021,9,2021-09
ORD-2023-100323,2021-07-19,2021-07-23,First Class,CUST-01152,Sofia Thomas,Corporate,Central,Chicago,Illinois,14899.0,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,427.13,11,0.0,124.21,0.2908,2021,7,2021-07
ORD-2021-108382,2022-09-12,2022-09-16,Standard Class,CUST-04417,Carlos Martinez,Home Office,East,Philadelphia,Pennsylvania,99484.0,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,3043.2,8,0.0,-84.87,-0.0279,2022,9,2022-09
ORD-2023-103749,2023-08-06,2023-06-15,Second Class,CUST-02631,Maria Patel,Home Office,East,Newark,New Jersey,11747.0,Office Supplies,Binders,OFF-BIN-2071,View Binder,369.84,12,0.0,32.64,0.0883,2023,8,2023-08
ORD-2022-100334,2021-10-06,2021-10-07,Second Class,CUST-04849,Ahmed Davis,Home Office,Central,Houston,Texas,51864.0,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,125.86,4,0.5,42.88,0.3407,2021,10,2021-10
ORD-2022-105650,2022-02-04,2022-07-02,First Class,CUST-01410,Michael Khan,Corporate,Central,Chicago,Illinois,52888.0,Office Supplies,Art,OFF-ART-3836,Highlighter Set,26.94,2,0.0,7.75,0.2877,2022,2,2022-02
ORD-2022-102167,2022-07-10,2022-07-12,Same Day,CUST-02045,James Anderson,Corporate,East,New York,New York,54861.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,52.85,4,0.1,19.75,0.3737,2022,7,2022-07
ORD-2021-105697,2022-12-31,2023-01-04,Standard Class,CUST-03740,Linda Chen,Corporate,South,Orlando,Florida,70885.0,Technology,Accessories,TEC-ACC-6995,Laptop Stand,5956.2,6,0.0,895.62,0.1504,2022,12,2022-12
ORD-2023-102114,2023-06-01,2023-06-08,Second Class,CUST-00791,Elizabeth Patel,Consumer,West,San Francisco,California,36496.0,Office Supplies,Art,OFF-ART-3836,Highlighter Set,96.08,2,0.2,5.23,0.0544,2023,6,2023-06
ORD-2023-100233,2021-05-10,2021-05-17,Standard Class,CUST-04849,Ahmed Davis,Home Office,South,Miami,Florida,36486.0,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,440.0,11,0.0,123.47,0.2806,2021,5,2021-05
ORD-2022-108821,2023-09-18,2023-09-22,Standard Class,CUST-04263,Carlos Chen,Consumer,East,Newark,New Jersey,19279.0,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,30.26,1,0.0,2.4,0.0793,2023,9,2023-09
ORD-2023-108534,2021-01-19,2021-01-26,Second Class,CUST-04638,Jennifer Anderson,Corporate,East,Philadelphia,Pennsylvania,37629.0,Office Supplies,Labels,OFF-LAB-6675,Round Labels,626.21,8,0.15,238.09,0.3802,2021,1,2021-01
ORD-2021-106909,2023-04-21,2023-04-22,Standard Class,CUST-01154,Wei Chen,Corporate,East,Boston,Massachusetts,77030.0,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,1106.16,12,0.0,374.92,0.3389,2023,4,2023-04
ORD-2022-102302,2022-09-06,2022-06-10,Standard Class,CUST-04555,Sofia Brown,Corporate,East,Philadelphia,Pennsylvania,56899.0,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,2101.6,4,0.2,-252.22,-0.12,2022,9,2022-09
ORD-2022-101963,2023-09-18,2023-09-21,Standard Class,CUST-03440,Maria Lopez,Consumer,West,San Diego,California,52932.0,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,3350.53,10,0.15,97.42,0.0291,2023,9,2023-09
ORD-2021-107545,2023-07-02,2023-02-11,Second Class,CUST-01002,Robert Miller,Home Office,South,Orlando,Florida,17895.0,Office Supplies,Binders,OFF-BIN-2071,View Binder,48.87,2,0.5,7.54,0.1543,2023,7,2023-07
ORD-2022-104303,2022-07-14,2022-07-16,Same Day,CUST-00508,Wei Johnson,Corporate,South,Orlando,Florida,81565.0,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,394.18,1,0.15,-31.61,-0.0802,2022,7,2022-07
ORD-2023-104454,2021-08-29,2021-08-30,Standard Class,CUST-00217,Michael Martinez,Corporate,South,Miami,Florida,96416.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,391.0,4,0.1,112.65,0.2881,2021,8,2021-08
ORD-2023-108831,2021-11-16,2021-11-18,First Class,CUST-01504,Elizabeth Thomas,Consumer,East,New York,New York,64638.0,Office Supplies,Labels,OFF-LAB-6675,Round Labels,334.58,8,0.1,23.16,0.0692,2021,11,2021-11
ORD-2022-109085,2023-11-08,2023-11-15,Same Day,CUST-01153,Maria Miller,Home Office,Central,Chicago,Illinois,63545.0,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,85.04,8,0.5,12.03,0.1415,2023,11,2023-11
ORD-2021-103204,2021-05-03,2021-10-03,Standard Class,CUST-02178,Jennifer Kim,Corporate,East,New York,New York,87867.0,Technology,Machines,TEC-MAC-6914,Fax Machine,2704.64,4,0.1,212.89,0.0787,2021,5,2021-05
ORD-2021-106861,2022-07-18,2022-07-19,Standard Class,CUST-00823,Priya Martinez,Corporate,South,Orlando,Florida,98461.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",600.56,10,0.2,104.22,0.1735,2022,7,2022-07
ORD-2023-107934,2022-04-10,2022-10-06,Standard Class,CUST-03562,Priya Garcia,Corporate,East,Newark,New Jersey,68764.0,Technology,Phones,TEC-PHO-0591,Smartphone X200,3664.85,5,0.1,57.08,0.0156,2022,4,2022-04
ORD-2021-100774,2023-07-23,2023-07-24,Standard Class,CUST-01901,Carlos Davis,Consumer,West,San Francisco,California,83580.0,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,88.61,1,0.1,10.12,0.1142,2023,7,2023-07
ORD-2023-103872,2022-09-21,2022-09-28,Standard Class,CUST-04097,Sofia Garcia,Home Office,Central,Dallas,Texas,73261.0,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,22.52,1,0.15,8.45,0.3752,2022,9,2022-09
ORD-2022-100871,2021-08-12,2021-08-19,Standard Class,CUST-04130,Robert Anderson,Consumer,South,Atlanta,Georgia,70604.0,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,2076.1,6,0.2,473.1,0.2279,2021,8,2021-08
ORD-2022-101393,2023-05-21,2023-05-24,Same Day,CUST-04341,Sofia Khan,Consumer,Central,Houston,Texas,,Technology,Machines,TEC-MAC-2383,Label Maker,6677.0,4,0.0,-219.77,-0.0329,2023,5,2023-05
ORD-2021-101263,2021-07-21,2021-07-23,Same Day,CUST-03064,Fatima Wilson,Consumer,West,San Francisco,California,10111.0,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,6073.13,7,0.0,1001.97,0.165,2021,7,2021-07
ORD-2022-104771,2021-11-29,2021-12-01,Second Class,CUST-03861,David Patel,Home Office,South,Charlotte,North Carolina,24710.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,840.29,11,0.0,43.77,0.0521,2021,11,2021-11
ORD-2021-108697,2023-08-28,2023-09-04,Standard Class,CUST-03934,Ahmed Chen,Consumer,East,Boston,Massachusetts,49176.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,392.5,4,0.15,141.57,0.3607,2023,8,2023-08
ORD-2022-105893,2022-02-12,2022-02-15,First Class,CUST-03861,David Patel,Consumer,Central,Chicago,Illinois,80145.0,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,227.94,1,0.2,2.32,0.0102,2022,2,2022-02
ORD-2021-103057,2022-09-23,2022-09-26,Standard Class,CUST-01386,Michael Johnson,Corporate,West,Seattle,Washington,,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,22.3,1,0.1,5.68,0.2547,2022,9,2022-09
ORD-2022-103739,2023-06-06,2023-06-13,First Class,CUST-02922,Michael Patel,Home Office,West,San Diego,California,34434.0,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,4264.45,10,0.15,195.74,0.0459,2023,6,2023-06
ORD-2023-101220,2021-07-12,2021-07-17,First Class,CUST-02912,Wei Brown,Home Office,South,Atlanta,Georgia,78683.0,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,502.63,6,0.1,105.22,0.2093,2021,7,2021-07
ORD-2021-106786,2022-08-09,2022-08-16,First Class,CUST-01855,Elizabeth Kim,Home Office,South,Charlotte,North Carolina,55526.0,Office Supplies,Art,OFF-ART-9210,Round Pencils,125.06,4,0.2,30.78,0.2461,2022,8,2022-08
ORD-2022-108788,2021-11-27,2021-12-04,Same Day,CUST-01445,Priya Brown,Consumer,East,Boston,Massachusetts,10939.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",213.44,3,0.15,81.14,0.3802,2021,11,2021-11
ORD-2021-100408,2021-04-17,2021-04-24,Second Class,CUST-00721,Michael Davis,Consumer,East,Boston,Massachusetts,47401.0,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,80.78,9,0.2,12.84,0.159,2021,4,2021-04
ORD-2022-106220,2022-04-06,2022-06-11,First Class,CUST-03740,Linda Chen,Consumer,West,Seattle,Washington,40789.0,Technology,Phones,TEC-PHO-0591,Smartphone X200,6051.47,9,0.3,597.73,0.0988,2022,4,2022-04
ORD-2021-104038,2023-03-07,2023-08-03,First Class,CUST-02178,Jennifer Kim,Consumer,East,New York,New York,18295.0,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,2112.72,6,0.0,99.93,0.0473,2023,3,2023-03
ORD-2022-109490,2022-09-29,2022-10-04,First Class,CUST-01130,Priya Lopez,Corporate,West,San Diego,California,45821.0,Office Supplies,Art,OFF-ART-9210,Round Pencils,139.86,7,0.1,14.96,0.107,2022,9,2022-09
ORD-2021-101509,2023-10-14,2023-10-16,Second Class,CUST-00945,Jennifer Chen,Home Office,South,Orlando,Florida,96261.0,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,1252.58,12,0.1,445.04,0.3553,2023,10,2023-10
ORD-2022-106559,2023-05-03,2023-05-10,Second Class,CUST-03094,Michael Smith,Home Office,South,Miami,Florida,39920.0,Furniture,Furnishings,FUR-FUR-5711,Filing Cabinet,2002.55,5,0.1,131.09,0.0655,2023,5,2023-05
ORD-2023-107781,2022-07-22,2022-07-25,Second Class,CUST-03879,Sofia Miller,Consumer,South,Atlanta,Georgia,13983.0,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,4399.68,8,0.2,95.53,0.0217,2022,7,2022-07
ORD-2022-102701,2023-06-08,2023-08-08,First Class,CUST-00594,Michael Wilson,Home Office,West,San Francisco,California,79499.0,Technology,Copiers,TEC-COP-4248,Office Copier Pro,9485.46,9,0.0,-370.88,-0.0391,2023,6,2023-06
ORD-2022-102833,2023-08-18,2023-08-25,First Class,CUST-04562,Patricia Kim,Home Office,South,Miami,Florida,56530.0,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,273.06,6,0.0,106.84,0.3913,2023,8,2023-08
ORD-2023-107367,2021-06-03,2021-06-05,Second Class,CUST-04883,David Wilson,Home Office,West,San Francisco,California,93315.0,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,334.71,4,0.3,29.22,0.0873,2021,6,2021-06
ORD-2021-107533,2021-10-03,2021-03-11,Same Day,CUST-00721,Michael Davis,Home Office,Central,Chicago,Illinois,40189.0,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,2436.21,7,0.0,-202.58,-0.0832,2021,10,2021-10
ORD-2023-102906,2022-09-01,2022-01-13,Same Day,CUST-02280,Wei Khan,Corporate,West,San Diego,California,32848.0,Technology,Machines,TEC-MAC-0091,Laser Printer,4389.18,3,0.0,1197.6,0.2729,2022,9,2022-09
ORD-2021-105676,2021-07-29,2021-08-01,Second Class,CUST-01025,Elizabeth Johnson,Corporate,West,Seattle,Washington,22486.0,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,6201.28,9,0.1,1101.18,0.1776,2021,7,2021-07
ORD-2021-104416,2022-11-19,2022-11-21,First Class,CUST-04130,Robert Anderson,Corporate,West,San Francisco,California,27019.0,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,4615.65,6,0.1,74.0,0.016,2022,11,2022-11
ORD-2022-109205,2023-07-17,2023-07-24,Second Class,CUST-01162,Priya Patel,Corporate,South,Atlanta,Georgia,96403.0,Office Supplies,Art,OFF-ART-3836,Highlighter Set,339.02,11,0.0,115.35,0.3402,2023,7,2023-07
ORD-2023-108288,2023-07-17,2023-07-21,Second Class,CUST-02061,Fatima Anderson,Consumer,East,Newark,New Jersey,42468.0,Furniture,Tables,FUR-TAB-6045,Adjustable Height Desk,1324.48,9,0.5,150.08,0.1133,2023,7,2023-07
ORD-2021-106972,2022-10-20,2022-10-24,Second Class,CUST-03247,Ahmed Johnson,Consumer,South,Orlando,Florida,83602.0,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,1074.44,3,0.1,-61.12,-0.0569,2022,10,2022-10
ORD-2022-101954,2023-10-23,2023-10-26,First Class,CUST-04593,Sofia Wilson,Corporate,South,Miami,Florida,,Furniture,Tables,FUR-TAB-4507,Folding Utility Table,1503.7,2,0.1,280.62,0.1866,2023,10,2023-10
ORD-2021-104731,2022-05-15,2022-05-19,Standard Class,CUST-02761,Ahmed Miller,Consumer,Central,Detroit,Michigan,76885.0,Technology,Phones,TEC-PHO-0151,Cordless Phone,2239.89,3,0.1,236.1,0.1054,2022,5,2022-05
ORD-2023-107556,2021-11-15,2021-11-22,First Class,CUST-03966,James Williams,Home Office,West,San Francisco,California,78633.0,Technology,Copiers,TEC-COP-4248,Office Copier Pro,5281.56,8,0.15,509.52,0.0965,2021,11,2021-11
ORD-2022-109133,2022-11-04,2022-05-11,Second Class,CUST-01025,Elizabeth Johnson,Corporate,South,Orlando,Florida,54402.0,Office Supplies,Art,OFF-ART-3836,Highlighter Set,267.06,6,0.0,73.54,0.2754,2022,11,2022-11
ORD-2021-109477,2023-05-19,2023-05-24,Same Day,CUST-03688,James Martinez,Consumer,East,New York,New York,50475.0,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,5011.26,8,0.2,345.21,0.0689,2023,5,2023-05
ORD-2022-103145,2021-10-07,2021-07-11,Same Day,CUST-04198,Fatima Williams,Home Office,Central,Detroit,Michigan,21589.0,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,554.4,12,0.2,43.41,0.0783,2021,10,2021-10
ORD-2021-102880,2023-04-15,2023-04-22,Same Day,CUST-02003,Robert Smith,Home Office,East,Newark,New Jersey,53890.0,Technology,Phones,TEC-PHO-0591,Smartphone X200,1181.88,8,0.3,141.37,0.1196,2023,4,2023-04
ORD-2021-106369,2022-06-23,2022-06-24,Same Day,CUST-01153,Maria Miller,Consumer,Central,Chicago,Illinois,46926.0,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,1070.16,6,0.0,-36.74,-0.0343,2022,6,2022-06
ORD-2023-101472,2021-10-06,2021-06-14,Same Day,CUST-04562,Patricia Kim,Corporate,East,Philadelphia,Pennsylvania,71687.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,109.22,3,0.3,37.53,0.3436,2021,10,2021-10
ORD-2022-102737,2023-07-10,2023-07-15,First Class,CUST-04530,William Garcia,Consumer,South,Atlanta,Georgia,36778.0,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,1760.88,4,0.0,130.87,0.0743,2023,7,2023-07
ORD-2022-101408,2023-04-14,2023-04-15,Same Day,CUST-00205,Patricia Anderson,Consumer,South,Atlanta,Georgia,93306.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",35.15,1,0.0,8.17,0.2324,2023,4,2023-04
ORD-2021-101599,2022-11-06,2022-11-13,Second Class,CUST-04417,Carlos Martinez,Home Office,East,Philadelphia,Pennsylvania,56535.0,Technology,Machines,TEC-MAC-2383,Label Maker,4654.29,3,0.0,606.58,0.1303,2022,11,2022-11
ORD-2023-104130,2022-02-26,2022-03-01,Standard Class,CUST-03368,Ahmed Garcia,Corporate,Central,Chicago,Illinois,89621.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",260.08,5,0.3,55.1,0.2119,2022,2,2022-02
ORD-2022-105914,2023-05-06,2023-05-08,Same Day,CUST-04526,Robert Williams,Corporate,West,Seattle,Washington,13657.0,Technology,Accessories,TEC-ACC-1689,USB Keyboard,3978.52,7,0.0,202.18,0.0508,2023,5,2023-05
ORD-2021-108793,2023-11-07,2023-11-09,Same Day,CUST-00029,Fatima Patel,Consumer,East,Newark,New Jersey,52607.0,Office Supplies,Labels,OFF-LAB-6675,Round Labels,431.56,4,0.0,57.9,0.1342,2023,11,2023-11
ORD-2023-104817,2021-06-29,2021-06-07,Second Class,CUST-00764,Jennifer Thomas,Corporate,South,Orlando,Florida,41332.0,Technology,Machines,TEC-MAC-6914,Fax Machine,2080.37,3,0.2,374.85,0.1802,2021,6,2021-06
ORD-2023-106440,2023-11-16,2023-11-19,Second Class,CUST-04130,Robert Anderson,Corporate,Central,Detroit,Michigan,86049.0,Furniture,Furnishings,FUR-FUR-5711,Filing Cabinet,1820.56,7,0.0,-15.72,-0.0086,2023,11,2023-11
ORD-2021-109402,2021-11-13,2021-11-16,Second Class,CUST-04011,Michael Miller,Corporate,West,San Diego,California,,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,4949.7,6,0.0,801.5,0.1619,2021,11,2021-11
ORD-2022-100745,2022-02-28,2022-03-04,Standard Class,CUST-02026,Sofia Davis,Home Office,West,San Diego,California,24472.0,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,28.57,1,0.1,3.01,0.1054,2022,2,2022-02
ORD-2023-100710,2022-01-16,2022-01-18,Second Class,CUST-01184,Wei Wilson,Consumer,East,Boston,Massachusetts,32010.0,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,10903.89,11,0.3,2762.85,0.2534,2022,1,2022-01
ORD-2022-100379,2021-12-03,2021-12-06,Same Day,CUST-01746,Elizabeth Williams,Home Office,East,New York,New York,53724.0,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,988.59,11,0.2,134.95,0.1365,2021,12,2021-12
ORD-2022-109700,2021-10-25,2021-11-01,First Class,CUST-01092,Maria Martinez,Home Office,Central,Detroit,Michigan,88381.0,Office Supplies,Art,OFF-ART-9210,Round Pencils,229.12,10,0.2,82.09,0.3583,2021,10,2021-10
ORD-2021-108544,2022-06-14,2022-06-16,First Class,CUST-04562,Patricia Kim,Home Office,Central,Chicago,Illinois,48743.0,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,3168.99,11,0.1,-305.79,-0.0965,2022,6,2022-06
ORD-2022-108809,2021-06-06,2021-06-13,First Class,CUST-01931,Linda Smith,Consumer,West,San Diego,California,95886.0,Furniture,Tables,FUR-TAB-4507,Folding Utility Table,3377.34,9,0.0,675.38,0.2,2021,6,2021-06
ORD-2022-108377,2022-01-05,2022-12-01,First Class,CUST-02289,Carlos Kim,Corporate,South,Miami,Florida,88994.0,Office Supplies,Art,OFF-ART-6965,Sketch Pad,654.5,10,0.15,184.99,0.2826,2022,1,2022-01
ORD-2021-104170,2023-06-30,2023-07-04,Second Class,CUST-01460,Sofia Martinez,Consumer,West,Los Angeles,California,92035.0,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,1015.04,6,0.1,-44.81,-0.0441,2023,6,2023-06
ORD-2023-103251,2023-08-17,2023-08-21,Second Class,CUST-03586,Linda Khan,Corporate,East,New York,New York,68079.0,Office Supplies,Art,OFF-ART-9210,Round Pencils,75.26,12,0.2,26.07,0.3464,2023,8,2023-08
ORD-2023-107910,2021-06-03,2021-06-08,Standard Class,CUST-04562,Patricia Kim,Corporate,West,Los Angeles,California,24351.0,Technology,Copiers,TEC-COP-4248,Office Copier Pro,8013.26,7,0.2,503.71,0.0629,2021,6,2021-06
ORD-2022-104429,2023-03-09,2023-03-12,Standard Class,CUST-03244,William Lopez,Home Office,East,Newark,New Jersey,94784.0,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,4699.92,12,0.0,-257.05,-0.0547,2023,3,2023-03
ORD-2021-104884,2022-07-24,2022-07-29,Standard Class,CUST-04493,Wei Davis,Corporate,South,Atlanta,Georgia,86536.0,Office Supplies,Art,OFF-ART-9210,Round Pencils,76.6,1,0.0,25.85,0.3375,2022,7,2022-07
ORD-2022-109718,2021-10-20,2021-10-27,First Class,CUST-01241,Maria Williams,Home Office,South,Atlanta,Georgia,48069.0,Furniture,Chairs,FUR-CHA-9419,Mesh Task Chair,1345.33,7,0.0,248.08,0.1844,2021,10,2021-10
ORD-2023-106587,2022-06-23,2022-06-25,First Class,CUST-00439,James Kim,Consumer,South,Atlanta,Georgia,88124.0,Furniture,Furnishings,FUR-FUR-1186,Desk Lamp,672.67,3,0.5,156.0,0.2319,2022,6,2022-06
ORD-2021-106462,2021-06-13,2021-06-17,Standard Class,CUST-01153,Maria Miller,Home Office,West,San Diego,California,32271.0,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,338.67,10,0.1,56.37,0.1664,2021,6,2021-06
ORD-2022-108599,2022-06-11,2022-06-15,Standard Class,CUST-03740,Linda Chen,Corporate,East,Philadelphia,Pennsylvania,10769.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,59.88,5,0.3,6.23,0.104,2022,6,2022-06
ORD-2023-101313,2023-11-15,2023-11-22,First Class,CUST-01243,James Garcia,Home Office,South,Atlanta,Georgia,72535.0,Technology,Phones,TEC-PHO-0151,Cordless Phone,581.47,9,0.2,140.2,0.2411,2023,11,2023-11
ORD-2022-104387,2022-12-10,2022-12-15,Second Class,CUST-02912,William Davis,Corporate,East,Newark,New Jersey,18470.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",210.96,4,0.0,16.47,0.0781,2022,12,2022-12
ORD-2021-106189,2021-09-19,2021-09-20,Second Class,CUST-02853,Ahmed Lopez,Corporate,East,New York,New York,96152.0,Technology,Machines,TEC-MAC-0091,Laser Printer,10149.12,8,0.0,446.52,0.044,2021,9,2021-09
ORD-2021-102724,2021-08-26,2021-08-30,Same Day,CUST-00455,Jennifer Patel,Consumer,East,New York,New York,58283.0,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,92.91,2,0.15,15.47,0.1665,2021,8,2021-08
ORD-2022-104024,2022-01-07,2022-01-10,Standard Class,CUST-00823,Priya Martinez,Home Office,Central,Houston,Texas,43572.0,Furniture,Chairs,FUR-CHA-9419,Mesh Task Chair,5253.57,9,0.0,925.41,0.1761,2022,1,2022-01
ORD-2022-104750,2022-09-04,2022-07-09,Same Day,CUST-04688,Ahmed Smith,Consumer,East,New York,New York,77359.0,Technology,Machines,TEC-MAC-0091,Laser Printer,3429.32,2,0.0,658.76,0.1921,2022,9,2022-09
ORD-2022-101285,2022-11-28,2022-12-01,First Class,CUST-02922,Michael Patel,Consumer,Central,Houston,Texas,94210.0,Technology,Copiers,TEC-COP-4248,Office Copier Pro,14047.67,9,0.1,2193.75,0.1562,2022,11,2022-11
ORD-2023-104328,2022-11-28,2022-11-30,Standard Class,CUST-04303,Patricia Wilson,Consumer,East,New York,New York,82710.0,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,1199.88,12,0.0,327.54,0.273,2022,11,2022-11
ORD-2023-101568,2023-11-15,2023-11-19,Same Day,CUST-01207,Maria Garcia,Consumer,Central,Dallas,Texas,37611.0,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",300.05,8,0.3,69.08,0.2302,2023,11,2023-11
ORD-2023-101349,2023-03-25,2023-03-30,Second Class,CUST-02814,Michael Chen,Corporate,East,Newark,New Jersey,10451.0,Office Supplies,Binders,OFF-BIN-2071,View Binder,39.6,4,0.0,14.47,0.3654,2023,3,2023-03
ORD-2022-102287,2022-11-14,2022-11-15,Standard Class,CUST-02371,Priya Williams,Home Office,East,Newark,New Jersey,49024.0,Technology,Copiers,TEC-COP-4248,Office Copier Pro,4744.36,8,0.5,768.6,0.162,2022,11,2022-11
ORD-2021-106003,2021-02-22,2021-02-25,Same Day,CUST-01157,Fatima Davis,Home Office,South,Atlanta,Georgia,14058.0,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,734.03,11,0.0,150.97,0.2057,2021,2,2021-02
ORD-2022-101741,2023-12-21,2023-12-24,Second Class,CUST-04647,Carlos Miller,Corporate,South,Miami,Florida,42118.0,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,336.83,7,0.3,41.68,0.1237,2023,12,2023-12
ORD-2022-100427,2021-07-16,2021-07-19,Same Day,CUST-00975,Fatima Miller,Consumer,East,Philadelphia,Pennsylvania,59200.0,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,596.04,12,0.0,80.05,0.1343,2021,7,2021-07
ORD-2023-100653,2023-08-18,2023-08-20,Standard Class,CUST-03198,Michael Kim,Corporate,East,New York,New York,29739.0,Technology,Phones,TEC-PHO-0591,Smartphone X200,1161.09,1,0.3,76.66,0.066,2023,8,2023-08
ORD-2021-108400,2021-03-09,2021-03-13,Standard Class,CUST-03244,William Lopez,Corporate,South,Atlanta,Georgia,10198.0,Technology,Phones,TEC-PHO-0151,Cordless Phone,2945.59,12,0.1,552.64,0.1876,2021,3,2021-03
ORD-2021-101575,2023-10-14,2023-10-16,First Class,CUST-04578,Fatima Chen,Corporate,South,Charlotte,North Carolina,86654.0,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,151.57,4,0.15,11.39,0.0751,2023,10,2023-10
ORD-2021-107851,2022-01-12,2022-01-19,Same Day,CUST-03883,David Davis,Corporate,Central,Detroit,Michigan,79006.0,Technology,Copiers,TEC-COP-9024,Desktop Copier,324.72,1,0.0,20.37,0.0627,2022,1,2022-01
ORD-2022-106085,2022-12-24,2022-12-28,Second Class,CUST-00721,Michael Davis,Corporate,Central,Houston,Texas,34640.0,Furniture,Chairs,FUR-CHA-9419,Mesh Task Chair,491.68,1,0.2,53.33,0.1085,2022,12,2022-12
ORD-2021-106828,2022-05-23,2022-05-25,First Class,CUST-03313,David Khan,Consumer,Central,Chicago,Illinois,55806.0,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,1163.88,12,0.0,291.75,0.2507,2022,5,2022-05
ORD-2022-105953,2021-12-12,2021-12-19,First Class,CUST-02078,William Brown,Corporate,West,Seattle,Washington,22869.0,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,614.34,8,0.2,125.34,0.204,2021,12,2021-12
ORD-2023-107844,2022-03-19,2022-03-26,Same Day,CUST-02181,James Chen,Home Office,South,Charlotte,North Carolina,66912.0,Furniture,Furnishings,FUR-FUR-5711,Filing Cabinet,4418.71,9,0.1,-402.62,-0.0911,2022,3,2022-03
ORD-2023-104721,2022-12-08,2022-12-15,Standard Class,CUST-03064,Fatima Wilson,Home Office,Central,Houston,Texas,10780.0,Technology,Phones,TEC-PHO-0591,Smartphone X200,861.24,1,0.5,195.0,0.2264,2022,12,2022-12
