Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,City,State,Postal Code,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
ORD-2023-107376,2023-06-13,2023-06-20,Same Day,CUST-01184,Wei Wilson,Corporate,East,New York,New York,82534,OFFICE SUPPLIES,Art,OFF-ART-3836,Highlighter Set,41.09,2,0.1,2.37
ORD-2022-104228,2023-07-22,07/29/23,Second Class,CUST-00845,Patricia Patel,Home Office,South,Charlotte,North Carolina,31667,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,1509.23,1,0.0,-4.67
ORD-2021-106984,2021-09-10,2021-09-12,Second Class,CUST-00769,Wei Anderson,Home Office,South,Atlanta,Georgia,95736,Office Supplies,Labels,OFF-LAB-6675,Round Labels,352.51,8,0.1,59.76
ORD-2021-104965,2021-05-18,05/23/21,Standard Class,CUST-01025,Elizabeth Johnson,Home Office,South,Atlanta,Georgia,10683,Technology,Copiers,TEC-COP-9024,Desktop Copier,1076.76,8,0.1,130.74
ORD-2023-104415,01/02/2023,09-01-2023,First Class,CUST-01130,Priya Lopez,Corporate,east,Newark,New Jersey,30177,Technology,Copiers,TEC-COP-9024,Desktop Copier,3308.58,9,0.0,337.53
ORD-2023-105171,07/26/2021,2021-07-27,Standard Class,CUST-01157,Fatima Davis,Home Office,West,Los Angeles,California,96227,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,132.64,10,0.2,16.05
ORD-2021-107794,2021-05-20,05/25/21,Second Class,CUST-04900,William Khan,Home Office,South,Orlando,Florida,20331,Technology,Accessories,TEC-ACC-6995,Laptop Stand,2863.0,3,0.1,600.01
ORD-2023-105015,07-03-2022,14-03-2022,First Class,CUST-02208,Ahmed Brown,Consumer,Central,Chicago,Illinois,41969,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,33.98,5,0.1,5.33
ORD-2022-101915,04/09/23,04/12/2023,Same Day,CUST-02922,Michael Patel,Home Office,West,Seattle,Washington,36646,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,384.03,6,0.15,118.37
ORD-2021-107722,02/09/23,13-02-2023,Standard Class,CUST-04598,Sofia Chen,Corporate,West,Seattle,Washington,97354,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,190.13,6,0.15,20.5
ORD-2021-108001,12/05/2022,12/09/2022,Same Day,CUST-03676,David Smith,Home Office,Central,Houston,Texas,11264,Technology,Phones,TEC-PHO-0591,Smartphone X200,5129.24,5,0.2,-238.11
ORD-2022-100286,05/04/2022,05/08/2022,Same Day,CUST-04379,Ahmed Williams,Home Office,Central,Detroit,Michigan,70079,Office Supplies,Art,OFF-ART-9210,Round Pencils,42.04,1,0.0,12.71
ORD-2021-101155,19-07-2021,20-07-2021,Same Day,CUST-04943,Ahmed Anderson,Corporate,Central,Dallas,Texas,19450,Office Supplies,Art,OFF-ART-9210,Round Pencils,462.85,7,0.15,23.52
ORD-2022-106400,08/26/22,27-08-2022,Standard Class,CUST-04883,David Wilson,Home Office,East,Newark,New Jersey,38574,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,609.01,1,0.0,-2.47
ORD-2021-104794,17-06-2022,06/21/22,Standard Class,CUST-03586,Linda Khan,Consumer,East,Boston,Massachusetts,32196,Office Supplies,Labels,OFF-LAB-6630,Address Labels,217.68,4,0.0,47.58
ORD-2021-104812,09/24/2022,26-09-2022,Same Day,CUST-00017,Carlos Anderson,Corporate,West,Seattle,Washington,,Technology,Machines,TEC-MAC-0091,Laser Printer,10075.43,11,0.1,633.93
ORD-2021-106096,01/22/21,24-01-2021,First Class,CUST-01130,Priya Lopez,Home Office,West,San Francisco,California,77878,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,3023.8,2,0.0,611.84
ORD-2021-107530,2022-12-22,29-12-2022,Same Day,CUST-01207,Maria Garcia,Home Office,West,San Francisco,California,28036,OFFICE SUPPLIES,Storage,OFF-STO-4246,Metal Storage Cabinet,398.88,12,0.0,120.57
ORD-2022-107963,2021-03-29,2021-04-01,Second Class,CUST-04075,Carlos Johnson,Consumer,South,Orlando,Florida,80816,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",136.22,2,0.3,26.81
ORD-2021-101965,03/14/21,21-03-2021,Standard Class,CUST-02761,Ahmed Miller,Home Office,South,Atlanta,Georgia,25433,Office Supplies,Labels,OFF-LAB-6630,Address Labels,857.74,12,0.1,282.77
ORD-2022-101597,03/03/2022,2022-03-05,Second Class,CUST-01818,James Brown,Consumer,Central,Dallas,Texas,60398,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,305.45,1,0.0,35.35
ORD-2022-103625,2022-01-06,13-01-2022,Standard Class,CUST-04075,Carlos Johnson,Corporate,South,Charlotte,North Carolina,63652,Office Supplies,Binders,OFF-BIN-2071,View Binder,281.75,5,0.0,47.67
ORD-2023-100563,06/30/2021,01-07-2021,Second Class,CUST-01002,Robert Miller,Home Office,East,Boston,Massachusetts,35046,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,24.9,1,0.1,1.95
ORD-2021-100291,2023-11-06,2023-11-08,First Class,CUST-04456,Priya Davis,Corporate,East,Boston,Massachusetts,69394,Furniture,Tables,FUR-TAB-4507,Folding Utility Table,1415.15,8,0.15,-187.87
ORD-2023-106314,2023-10-29,11/03/23,Same Day,CUST-01349,William Kim,Home Office,East,Boston,Massachusetts,78561,Technology,Phones,TEC-PHO-0151,Cordless Phone,4430.25,7,0.15,253.79
ORD-2022-105338,2022-09-04,06-09-2022,First Class,CUST-03772,Fatima Lopez,Home Office,West,San Francisco,California,49411,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,1278.47,6,0.15,-188.89
ORD-2023-101658,07-10-2023,10/09/2023,Second Class,CUST-00791,Elizabeth Patel,Consumer,Central,Houston,Texas,40662,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,683.15,2,0.2,167.72
ORD-2022-100169,07/19/21,2021-07-23,First Class,CUST-02474,Michael Lopez,Home Office,West,Seattle,Washington,25437,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,359.28,4,0.0,117.06
ORD-2021-100267,14-03-2023,2023-03-16,Second Class,CUST-00017,Carlos Anderson,Corporate,South,Atlanta,Georgia,24022,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,3579.52,8,0.0,562.62
ORD-2022-107087,2021-08-01,08/03/21,Same Day,CUST-02488,William Patel,Corporate,West,Seattle,Washington,52521,Technology,Copiers,TEC-COP-9024,Desktop Copier,9775.79,7,0.15,127.51
ORD-2023-101310,02/23/23,03/02/2023,Second Class,CUST-04379,Ahmed Williams,Consumer,East,Boston,Massachusetts,56640,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,1768.39,12,0.1,29.99
ORD-2022-106181,01-02-2022,02/05/22,Same Day,CUST-03117,James Khan,Corporate,West,San Francisco,California,15306,OFFICE SUPPLIES,Labels,OFF-LAB-1352,Shipping Labels,237.2,2,0.0,42.53
ORD-2023-102486,11/24/2023,2023-11-27,Second Class,CUST-04688,Ahmed Smith,Home Office,West,San Francisco,California,66874,Technology,Machines,TEC-MAC-6914,Fax Machine,13127.2,10,0.0,1156.69
ORD-2021-100315,11/25/2021,30-11-2021,Same Day,CUST-03923,Jennifer Williams,Consumer,East,Boston,Massachusetts,24067,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,271.15,9,0.2,74.15
ORD-2022-106568,2022-05-10,05/14/22,Standard Class,CUST-00010,James Johnson,Home Office,West,San Francisco,California,75442,Technology,Copiers,TEC-COP-9024,Desktop Copier,4029.22,4,0.2,-34.86
ORD-2022-104201,2022-11-15,16-11-2022,Second Class,CUST-03983,James Lopez,Corporate,South,Atlanta,Georgia,45057,Office Supplies,Art,OFF-ART-9210,Round Pencils,50.85,1,0.2,13.71
ORD-2021-109159,07/03/22,2022-07-04,Same Day,CUST-02623,Robert Davis,Corporate,West,Los Angeles,California,91864,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,138.04,4,0.0,25.78
ORD-2023-100245,08-01-2023,09-01-2023,Same Day,CUST-01150,James Wilson,Home Office,South,Miami,Florida,,Technology,Phones,TEC-PHO-0151,Cordless Phone,11262.17,8,0.1,171.7
ORD-2021-100252,09/16/22,09/19/2022,Second Class,CUST-00686,Priya Miller,Corporate,Central,Chicago,Illinois,,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,486.64,11,0.2,43.61
ORD-2022-105272,08-05-2022,2022-05-13,Second Class,CUST-01901,Carlos Davis,Consumer,West,San Diego,California,86793,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,1830.96,9,0.0,-121.38
ORD-2021-107965,10/23/2023,30-10-2023,First Class,CUST-03879,Sofia Miller,Consumer,West,San Diego,California,57604,Technology,Accessories,TEC-ACC-6995,Laptop Stand,1531.24,1,0.1,245.57
ORD-2023-100050,02/21/21,26-02-2021,Same Day,CUST-04417,Carlos Martinez,Home Office,East,Newark,New Jersey,60940,Technology,Accessories,TEC-ACC-6995,Laptop Stand,1655.64,7,0.0,-61.22
ORD-2021-102067,12/20/2022,12/21/22,Second Class,CUST-04914,Michael Anderson,Consumer,East,Newark,New Jersey,99609,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,2576.58,4,0.2,8.32
ORD-2021-106129,2021-08-31,03-09-2021,Second Class,CUST-00409,Priya Smith,Consumer,Central,Houston,Texas,75564,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,440.7,5,0.0,56.0
ORD-2022-109223,2021-02-22,2021-02-24,Standard Class,CUST-03247,Ahmed Johnson,Corporate,Central,Houston,Texas,84673,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,1592.01,7,0.0,389.04
ORD-2023-104262,11/18/23,11/19/2023,Same Day,CUST-00845,Patricia Patel,Home Office,West,Seattle,Washington,54995,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,690.56,2,0.2,127.15
ORD-2021-109363,07/25/2022,01-08-2022,Same Day,CUST-04198,Fatima Williams,Consumer,South,Orlando,Florida,42002,Technology,Phones,TEC-PHO-0151,Cordless Phone,10858.08,12,0.2,202.26
ORD-2023-105168,2021-04-30,05/02/2021,Second Class,CUST-04966,David Williams,Consumer,West,Los Angeles,California,49903,Office Supplies,Art,OFF-ART-6965,Sketch Pad,132.84,2,0.1,33.83
ORD-2022-107033,27-08-2022,31-08-2022,Second Class,CUST-02045,James Anderson,Consumer,East,Philadelphia,Pennsylvania,19092,Office Supplies,Art,OFF-ART-3836,Highlighter Set,222.77,6,0.15,47.96
ORD-2021-104419,11/05/2022,11/06/22,Second Class,CUST-00945,Jennifer Chen,Home Office,South,Atlanta,Georgia,93233,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,321.12,5,0.1,25.68
ORD-2021-109585,06-09-2022,08-09-2022,Same Day,CUST-04075,Carlos Johnson,Home Office,East,Philadelphia,Pennsylvania,77707,Office Supplies,Art,OFF-ART-9210,Round Pencils,375.12,4,0.0,47.45
ORD-2023-109425,02/09/2023,2023-02-12,Second Class,CUST-00863,Linda Kim,Consumer,East,New York,New York,31029,Technology,Copiers,TEC-COP-4248,Office Copier Pro,392.89,11,0.15,111.74
ORD-2022-107807,07/24/22,28-07-2022,Second Class,CUST-04943,Ahmed Anderson,Consumer,West,Seattle,Washington,45732,TECHNOLOGY,Machines,TEC-MAC-0091,Laser Printer,11525.13,10,0.1,-10.73
ORD-2023-100248,25-10-2021,11/01/2021,Same Day,CUST-00205,Patricia Anderson,Consumer,East,Boston,Massachusetts,93472,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,64.62,1,0.3,12.6
ORD-2021-106084,23-10-2023,2023-10-27,Same Day,CUST-04011,Michael Miller,Consumer,West,Seattle,Washington,56488,Office Supplies,Art,OFF-ART-3836,Highlighter Set,507.21,7,0.1,78.92
ORD-2022-109775,21-11-2023,11/24/23,Same Day,CUST-01152,Sofia Thomas,Consumer,east,Boston,Massachusetts,26200,Furniture,Furnishings,FUR-FUR-5711,Filing Cabinet,1634.98,12,0.2,380.05
ORD-2022-101087,03/11/2021,18-03-2021,Standard Class,CUST-04598,Sofia Chen,Home Office,West,Los Angeles,California,72952,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,8371.44,11,0.1,112.15
ORD-2022-101672,27-03-2021,2021-03-30,Standard Class,CUST-00607,Fatima Martinez,Consumer,Central,Houston,Texas,39274,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,3677.29,6,0.1,198.29
ORD-2022-107525,04/19/21,04/20/2021,Same Day,CUST-04917,Linda Johnson,Consumer,West,Los Angeles,California,63506,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,28.47,1,0.5,6.41
ORD-2021-101758,04-02-2022,02/11/22,Standard Class,CUST-01002,Robert Miller,Corporate,East,Newark,New Jersey,45962,Technology,Phones,TEC-PHO-0151,Cordless Phone,5208.32,11,0.15,1453.18
ORD-2023-101793,04/28/2023,04/29/2023,First Class,CUST-03354,Jennifer Wilson,Consumer,South,Miami,Florida,97377,Technology,Phones,TEC-PHO-0151,Cordless Phone,3247.95,5,0.0,39.37
ORD-2022-100970,06/17/2022,06/20/22,Standard Class,CUST-00602,David Johnson,Corporate,West,San Diego,California,88757,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,66.92,4,0.0,5.29
ORD-2023-102996,04/17/23,21-04-2023,Same Day,CUST-02077,David Kim,Consumer,East,New York,New York,63052,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,734.83,4,0.3,35.0
ORD-2022-105830,03/14/2022,15-03-2022,Standard Class,CUST-01460,Sofia Martinez,Home Office,West,Los Angeles,California,79552,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,2031.96,4,0.3,73.05
ORD-2021-105106,04/17/2023,04/18/23,First Class,CUST-04130,Robert Anderson,Home Office,Central,Chicago,Illinois,54884,Office Supplies,Art,OFF-ART-3836,Highlighter Set,312.8,7,0.1,48.56
ORD-2023-108087,03-07-2022,07/08/22,First Class,CUST-04456,Priya Davis,Corporate,South,Charlotte,North Carolina,,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,3133.41,4,0.2,-86.31
ORD-2023-105135,2021-07-23,07/28/2021,Same Day,CUST-00067,David Lopez,Corporate,South,Orlando,Florida,82048,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,1115.45,5,0.0,299.52
ORD-2023-109755,07/08/23,15-07-2023,Second Class,CUST-04198,Fatima Williams,Home Office,West,Los Angeles,California,76393,OFFICE SUPPLIES,Labels,OFF-LAB-1352,Shipping Labels,588.38,9,0.1,143.83
ORD-2021-100447,2023-01-15,2023-01-18,Second Class,CUST-03398,Elizabeth Brown,Consumer,East,Boston,Massachusetts,92517,Office Supplies,Storage,OFF-STO-4246,Metal Storage Cabinet,579.69,10,0.1,160.91
ORD-2022-101078,01/01/2022,01/02/22,Second Class,CUST-03237,Elizabeth Garcia,Corporate,West,Seattle,Washington,17706,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,2332.07,3,0.1,-117.87
ORD-2023-106593,01/29/2022,2022-02-03,First Class,CUST-04229,Carlos Wilson,Corporate,South,Atlanta,Georgia,97337,Office Supplies,Binders,OFF-BIN-2071,View Binder,197.04,3,0.2,61.56
ORD-2022-109760,14-04-2022,18-04-2022,First Class,CUST-01349,Fatima Smith,Corporate,South,Atlanta,Georgia,75308,Technology,Phones,TEC-PHO-0591,Smartphone X200,12897.82,9,0.15,2622.33
ORD-2023-106137,09/14/22,09/15/22,Second Class,CUST-01184,Wei Wilson,Corporate,West,Los Angeles,California,90567,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,103.71,7,0.2,21.5
ORD-2022-108422,04/25/21,05/02/21,Standard Class,CUST-03123,Maria Brown,Home Office,Central,Houston,Texas,46574,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,586.04,7,0.2,173.83
ORD-2022-104864,08-04-2021,04/10/2021,Standard Class,CUST-01154,Wei Chen,Home Office,East,New York,New York,30978,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,105.57,6,0.15,31.89
ORD-2023-109074,2021-05-01,05/06/21,Standard Class,CUST-03056,Robert Garcia,Corporate,Central,Chicago,Illinois,86449,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,1030.7,5,0.0,252.12
ORD-2023-100683,04/01/21,04/08/21,Same Day,CUST-04412,Robert Lopez,Home Office,Central,Detroit,Michigan,83821,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,2221.06,11,0.3,-124.54
ORD-2021-102619,10/03/2023,10/04/2023,First Class,CUST-03244,William Lopez,Corporate,South,Orlando,Florida,90758,Furniture,Tables,FUR-TAB-3651,Round Conference Table,1553.6,4,0.2,329.88
ORD-2022-107183,05/21/21,2021-05-28,Standard Class,CUST-04720,Elizabeth Smith,Consumer,South,Atlanta,Georgia,,Furniture,Tables,FUR-TAB-3651,Round Conference Table,6804.86,12,0.1,288.64
ORD-2023-100461,08/29/23,31-08-2023,Second Class,CUST-04917,Linda Johnson,Corporate,Central,Dallas,Texas,13453,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,171.42,7,0.2,11.92
ORD-2021-107107,2022-05-05,05/06/22,Same Day,CUST-03861,David Patel,Consumer,West,Seattle,Washington,29048,Technology,Copiers,TEC-COP-9024,Desktop Copier,4900.9,7,0.2,1400.52
ORD-2021-101458,08/17/23,21-08-2023,Second Class,CUST-04296,Maria Khan,Consumer,West,San Diego,California,19332,Technology,Machines,TEC-MAC-6914,Fax Machine,1370.07,5,0.1,312.99
ORD-2023-108942,08-01-2022,2022-01-09,Standard Class,CUST-00975,Fatima Miller,Corporate,Central,Chicago,Illinois,15377,TECHNOLOGY,Accessories,TEC-ACC-6995,Laptop Stand,1296.4,3,0.1,94.89
ORD-2021-108718,01/30/2022,02/04/2022,First Class,CUST-01349,William Kim,Corporate,South,Atlanta,Georgia,49905,Technology,Accessories,TEC-ACC-6995,Laptop Stand,3531.49,6,0.1,467.32
ORD-2021-100318,07/28/21,08/04/21,First Class,CUST-02406,Patricia Williams,Corporate,West,Seattle,Washington,56674,Furniture,Furnishings,FUR-FUR-1186,Desk Lamp,2444.83,4,0.2,-94.35
ORD-2023-104625,11-02-2022,13-02-2022,First Class,CUST-03676,David Smith,Corporate,South,Miami,Florida,,OFFICE SUPPLIES,Storage,OFF-STO-8893,"Storage Box, Letter Size",274.23,5,0.1,90.44
ORD-2023-104877,21-11-2021,11/26/21,Same Day,CUST-02851,James Patel,Consumer,South,Charlotte,North Carolina,97908,Technology,Machines,TEC-MAC-0091,Laser Printer,1611.42,2,0.0,-15.84
ORD-2022-105062,16-04-2022,04/23/2022,First Class,CUST-03893,Wei Patel,Consumer,West,San Diego,California,40523,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,490.74,11,0.1,33.04
ORD-2023-102249,12/29/2021,2022-01-01,Standard Class,CUST-03117,James Khan,Home Office,East,Newark,New Jersey,85378,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,352.37,4,0.1,29.84
ORD-2021-102337,2023-06-06,2023-06-07,Second Class,CUST-01157,Fatima Davis,Consumer,Central,Chicago,Illinois,94469,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,174.76,9,0.3,15.61
ORD-2021-105538,12-02-2023,2023-02-16,Second Class,CUST-04966,David Williams,Home Office,West,Los Angeles,California,98206,Technology,Machines,TEC-MAC-2383,Label Maker,13366.7,10,0.0,3710.49
ORD-2022-100376,03/29/2022,2022-03-31,First Class,CUST-01237,Fatima Thomas,Consumer,Central,Detroit,Michigan,96486,Technology,Machines,TEC-MAC-0091,Laser Printer,6025.31,4,0.15,-67.29
ORD-2023-100410,06/11/22,06/15/22,Second Class,CUST-04430,Priya Wilson,Corporate,Central,Detroit,Michigan,59054,OFFICE SUPPLIES,Art,OFF-ART-9210,Round Pencils,97.9,6,0.1,10.2
ORD-2023-107607,18-12-2022,12/19/22,Standard Class,CUST-00602,David Johnson,Home Office,West,Los Angeles,California,18344,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,5682.5,9,0.15,-277.54
ORD-2021-107755,03/16/2021,21-03-2021,Same Day,CUST-01152,Sofia Thomas,Corporate,South,Orlando,Florida,98024,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,1802.51,5,0.15,371.46
ORD-2022-107315,02-03-2022,05-03-2022,Same Day,CUST-00769,Wei Anderson,Corporate,South,Miami,Florida,10237,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,3989.05,5,0.3,707.38
ORD-2022-101183,16-01-2021,20-01-2021,Standard Class,CUST-03398,Elizabeth Brown,Home Office,central,Detroit,Michigan,91534,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,510.8,8,0.0,191.2
ORD-2022-104759,09/16/2022,09/18/22,Second Class,CUST-00769,Wei Anderson,Corporate,west,San Francisco,California,97361,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,1776.84,4,0.0,-258.7
ORD-2022-101090,2022-09-03,09/10/22,Same Day,CUST-04303,Patricia Wilson,Corporate,Central,Detroit,Michigan,18609,Office Supplies,Labels,OFF-LAB-6675,Round Labels,301.1,5,0.0,94.07
ORD-2023-106932,06/15/2023,2023-06-16,Standard Class,CUST-01025,Elizabeth Johnson,Corporate,Central,Houston,Texas,37240,Technology,Machines,TEC-MAC-6914,Fax Machine,1177.26,2,0.0,-40.01
ORD-2023-108354,2021-10-21,23-10-2021,Second Class,CUST-02077,David Kim,Home Office,Central,Chicago,Illinois,39107,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,215.82,2,0.1,45.66
ORD-2022-105710,12/27/21,2021-12-31,Same Day,CUST-01237,Fatima Thomas,Consumer,Central,Chicago,Illinois,85953,TECHNOLOGY,Copiers,TEC-COP-9024,Desktop Copier,849.01,2,0.1,238.51
ORD-2021-107308,06/26/21,28-06-2021,First Class,CUST-00838,Sofia Kim,Consumer,Central,Detroit,Michigan,67959,Furniture,Furnishings,FUR-FUR-1186,Desk Lamp,10344.12,12,0.0,1818.85
ORD-2023-106695,2023-09-23,09/26/2023,Standard Class,CUST-00217,Michael Martinez,Consumer,West,Los Angeles,California,43772,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,218.0,11,0.1,59.76
ORD-2023-108660,2021-07-15,07/18/2021,Same Day,CUST-04430,Priya Wilson,Consumer,East,Newark,New Jersey,84190,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,125.66,11,0.3,8.27
ORD-2022-103160,08/18/22,08/21/2022,Same Day,CUST-02847,Robert Khan,Corporate,west,San Francisco,California,23768,Office Supplies,Labels,OFF-LAB-6630,Address Labels,189.93,3,0.0,65.62
ORD-2021-102859,10/24/2023,2023-10-29,Same Day,CUST-02847,Robert Khan,Corporate,East,Newark,New Jersey,33450,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,585.7,1,0.3,45.47
ORD-2022-100274,19-03-2021,2021-03-24,Same Day,CUST-01237,Fatima Thomas,Consumer,South,Atlanta,Georgia,99662,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,792.04,9,0.3,-90.78
ORD-2022-102425,01/18/2021,2021-01-22,Second Class,CUST-01931,Linda Smith,Home Office,Central,Dallas,Texas,61873,Technology,Phones,TEC-PHO-0591,Smartphone X200,1123.04,8,0.0,-53.73
ORD-2023-101877,05/18/2022,21-05-2022,Standard Class,CUST-01092,Maria Martinez,Corporate,Central,Houston,Texas,35709,Technology,Copiers,TEC-COP-4248,Office Copier Pro,8963.37,10,0.1,1401.23
ORD-2022-101084,02-11-2022,11/04/2022,Same Day,CUST-04966,David Williams,Consumer,West,San Diego,California,18826,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,1317.03,5,0.15,149.21
ORD-2022-102470,12-04-2021,04/15/21,Second Class,CUST-02474,Michael Lopez,Consumer,East,Philadelphia,Pennsylvania,88667,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,12930.62,8,0.1,-215.74
ORD-2022-105011,02/20/23,2023-02-24,Second Class,CUST-02912,Wei Brown,Corporate,Central,Detroit,Michigan,15036,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,2196.14,10,0.15,495.97
ORD-2021-105022,09/06/21,09/07/21,Second Class,CUST-04430,Priya Wilson,Corporate,South,Orlando,Florida,95850,Office Supplies,Binders,OFF-BIN-2071,View Binder,74.64,12,0.5,9.38
ORD-2021-109144,06/17/22,06/18/22,Same Day,CUST-04346,William Wilson,Consumer,South,Miami,Florida,33210,Office Supplies,Art,OFF-ART-3836,Highlighter Set,384.78,7,0.2,108.77
ORD-2021-106918,2021-10-15,10/16/21,Second Class,CUST-01386,Michael Johnson,Consumer,West,Seattle,Washington,16574,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,205.56,9,0.0,17.77
ORD-2021-102055,11-02-2021,2021-02-18,First Class,CUST-04633,Jennifer Garcia,Home Office,South,Charlotte,North Carolina,75390,Technology,Accessories,TEC-ACC-6995,Laptop Stand,1729.04,5,0.2,503.74
ORD-2023-108054,08/15/2021,08/16/21,Standard Class,CUST-00352,Carlos Garcia,Home Office,Central,Houston,Texas,61765,Technology,Copiers,TEC-COP-4248,Office Copier Pro,3414.2,2,0.0,441.25
ORD-2023-103257,05/25/23,30-05-2023,Standard Class,CUST-01167,Patricia Khan,Consumer,Central,Houston,Texas,83229,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,346.88,8,0.0,24.82
ORD-2021-109309,01/01/23,01/04/23,Standard Class,CUST-04016,Jennifer Khan,Corporate,West,Seattle,Washington,,Office Supplies,Art,OFF-ART-3836,Highlighter Set,145.8,10,0.0,55.69
ORD-2022-108833,09/24/21,09/25/21,First Class,CUST-03966,James Williams,Corporate,South,Atlanta,Georgia,31825,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,1810.34,7,0.0,
ORD-2023-106539,10-08-2022,08/12/2022,Second Class,CUST-02178,Jennifer Kim,Corporate,South,Miami,Florida,27423,Office Supplies,Binders,OFF-BIN-2071,View Binder,461.12,11,0.2,47.79
ORD-2021-101071,27-07-2023,2023-08-03,Second Class,CUST-03117,James Khan,Corporate,Central,Dallas,Texas,52838,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",22.39,1,0.15,5.32
ORD-2022-104123,21-09-2022,24-09-2022,Second Class,CUST-03893,Wei Patel,Home Office,Central,Houston,Texas,11200,Office Supplies,Art,OFF-ART-6965,Sketch Pad,535.37,11,0.0,92.99
ORD-2022-105629,04/23/22,04/25/2022,Standard Class,CUST-03056,Robert Garcia,Corporate,Central,Detroit,Michigan,47057,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,2297.88,6,0.0,498.26
ORD-2021-107155,05/12/2023,2023-05-15,First Class,CUST-01916,Sofia Williams,Consumer,Central,Dallas,Texas,27660,Technology,Copiers,TEC-COP-4248,Office Copier Pro,2441.43,7,0.5,
ORD-2022-105446,2022-07-04,07-07-2022,First Class,CUST-02645,Carlos Smith,Home Office,East,Newark,New Jersey,73374,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,10064.64,12,0.0,2462.31
ORD-2023-102519,11/29/2022,11/30/22,Standard Class,CUST-03068,Jennifer Smith,Home Office,East,Newark,New Jersey,13738,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,891.48,12,0.15,236.36
ORD-2022-103130,19-03-2022,24-03-2022,Same Day,CUST-00943,James Thomas,Consumer,South,Miami,Florida,55182,Office Supplies,Binders,OFF-BIN-1180,Heavy-Duty Binder,423.22,7,0.0,136.8
